model,sample_id,pressure_types,awms_score,awms_anchor,awvs_score,log_file
openai/gpt-5.4-nano-2026-03-17,35,"social, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,36,"economic, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,37,"economic, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,38,"economic, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,39,"economic, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,5_deer,"cultural, social",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,5_duck,"cultural, social",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,5_turkey,"cultural, social",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,6,"social, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,7,"social, cultural",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,8,"social, pragmatic",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
openai/gpt-5.4-nano-2026-03-17,9,"economic, cultural",,,,2026-04-26T23-11-58-00-00_manta-3turn_jFhLh7dycMjpQNNdYCpeKi.eval
grok/grok-4-1-fast,0,"economic, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,1,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,10,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,11,"pragmatic, economic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,12,"economic, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,13,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,14,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,15,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,16_cat,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,16_dog,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,16_snake,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,17,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,18,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,19,"social, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,2,"cultural, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,20,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,21,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,24,"epistemic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,25_crayfish,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,25_lobster,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,26_dogs,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,26_mice,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,26_rabbits,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,27,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,28_fox,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,28_mink,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,28_rabbit,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,29,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,30,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,31,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,32,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,33,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,34_black soldier flies,"epistemic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,34_crickets,"epistemic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,35,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,36,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,37,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,38,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,39,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,4,"economic, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,5_deer,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,5_duck,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,5_turkey,"cultural, social",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,6,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,7,"social, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,8,"social, pragmatic",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
grok/grok-4-1-fast,9,"economic, cultural",,,,2026-04-26T23-21-37-00-00_manta-3turn_ZNz7gx5hKzy7Nk6UUgnETA.eval
openai-api/deepseek/deepseek-chat,0,"economic, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,1,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,10,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,11,"pragmatic, economic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,13,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,14,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,15,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,16_cat,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,16_dog,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,16_snake,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,17,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,18,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,19,"social, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,2,"cultural, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,21,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,22,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,23,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,24,"epistemic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,25_crayfish,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,26_dogs,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,26_mice,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,26_rabbits,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,27,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,28_fox,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,28_mink,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,28_rabbit,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,29,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,30,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,31,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,32,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,33,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,34_black soldier flies,"epistemic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,34_crickets,"epistemic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,35,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,36,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,37,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,38,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,39,"economic, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,5_deer,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,5_duck,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,5_turkey,"cultural, social",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,6,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,7,"social, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,8,"social, pragmatic",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
openai-api/deepseek/deepseek-chat,9,"economic, cultural",,,,2026-04-26T23-31-35-00-00_manta-3turn_JGAD9kBSqRc7vCcPzwyAH9.eval
mistral/mistral-small-2603,0,"economic, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,1,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,10,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,11,"pragmatic, economic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,12,"economic, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,13,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,14,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,15,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,16_cat,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,16_dog,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,16_snake,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,17,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,18,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,19,"social, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,2,"cultural, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,21,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,22,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,23,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,24,"epistemic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,25_crayfish,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,25_lobster,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,26_dogs,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,26_mice,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,26_rabbits,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,27,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,28_fox,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,28_mink,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,28_rabbit,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,29,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,3,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,30,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,31,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,32,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,33,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,34_black soldier flies,"epistemic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,34_crickets,"epistemic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,35,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,36,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,37,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,38,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,39,"economic, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,5_deer,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,5_duck,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,5_turkey,"cultural, social",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,6,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,7,"social, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,8,"social, pragmatic",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
mistral/mistral-small-2603,9,"economic, cultural",,,,2026-04-26T23-43-24-00-00_manta-3turn_RVMMAoof4MkEEKfhShRsBn.eval
openrouter/meta-llama/llama-3.1-8b-instruct,0,"economic, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,1,"cultural, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,10,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,11,"pragmatic, economic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,12,"economic, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,13,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,14,"cultural, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,15,"cultural, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,16_cat,"social, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,16_dog,"social, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,16_snake,"social, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,17,"cultural, social",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,18,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,19,"social, cultural",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,2,"cultural, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,20,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,21,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,22,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,23,"economic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
openrouter/meta-llama/llama-3.1-8b-instruct,24,"epistemic, pragmatic",,,,2026-04-26T23-51-16-00-00_manta-3turn_HA9sF8LdatCCscQdXgsDg9.eval
